"90998",\N,\N,\N,"杨某房产抵押-经营周转1-1-1","100000",\N," 借款人自己从事餐饮行业6年多，年收入在50万以上。借款人现用巴南区一处房产做抵押，建筑面积一共72.31平米，市场评估价值35万元左右，现借款15万元。借款用于门店部分装修和周转，收入稳定，本借款项目还款来源稳定，风险低。","176天","21",\N,"杨某房产抵押-经营周转1-1-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.67",\N
"90999",\N,\N,\N,"XX建筑安装工程公司-工程周转2-1-20","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","180天","21",\N,"XX建筑安装工程公司-工程周转2-1-2","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.67",\N
"91000",\N,\N,\N,"（约）XX建筑安装工程公司-工程周转2-1-19","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","176天","21",\N,"（约）XX建筑安装工程公司-工程周转2-","重庆市登科信用有限公司担保公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"5.87",\N
"91001",\N,\N,\N,"XX建筑安装工程公司-工程周转1-1-15","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","86天","21",\N,"XX建筑安装工程公司-工程周转1-1-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2.02",\N
"91002",\N,\N,\N,"（约）XX建筑安装工程公司-工程周转1-1-14","110000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","84天","21",\N,"（约）XX建筑安装工程公司-工程周转1-","重庆市登科信用有限公司担保公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2.62",\N
"91003",\N,\N,\N,"（约）XX建筑安装工程公司-工程周转2-1-18","120000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","176天","21",\N,"（约）XX建筑安装工程公司-工程周转2-","重庆市登科信用有限公司担保公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"5.87",\N
"91004",\N,\N,\N,"（约）XX建筑安装工程公司-工程周转1-1-13","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","84天","21",\N,"（约）XX建筑安装工程公司-工程周转1-","重庆市登科信用有限公司担保公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2.62",\N
"91005",\N,\N,\N,"XX建筑安装工程公司-工程周转2-1-17","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","177天","21",\N,"XX建筑安装工程公司-工程周转2-1-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.67",\N
"91006",\N,\N,\N,"邵某房产抵押-经营周转1-1-9","9.110000",\N," 借款人自己经营机械加工10余年，与国有大型齿轮厂保持良好的合作关系，年收入在200万以上。借款人现用綦江区两套房产做抵押，建筑面积一共226.96平米，市场评估价值120万元左右，现借款88万元。借款用于公司经营周转，收入稳定，本借款项目还款来源稳定，风险低。","84天","21",\N,"邵某房产抵押-经营周转1-1-9","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2.02",\N
"91007",\N,\N,\N,"XX建筑安装工程公司-工程周转2-1-16","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","176天","21",\N,"XX建筑安装工程公司-工程周转2-1-1","重庆登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.5",\N
"91008",\N,\N,\N,"邵某房产抵押-经营周转1-1-8","140000",\N," 借款人自己经营机械加工10余年，与国有大型齿轮厂保持良好的合作关系，年收入在200万以上。借款人现用綦江区两套房产做抵押，建筑面积一共226.96平米，市场评估价值120万元左右，现借款88万元。借款用于公司经营周转，收入稳定，本借款项目还款来源稳定，风险低。","85天","21",\N,"邵某房产抵押-经营周转1-1-8","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.95",\N
"91009",\N,\N,\N,"罗某北京现代车质押-工程周转1-1-1","6.50000",\N," 借款人自己承包工程8年多；每月毛收入在20万左右。借款人现用全款北京现代车做质押，市场评估价值8.5万元左右，现借款6.5万元。借款用于工程周转，收入稳定，本借款项目还款来源稳定，风险低。","23天","18",\N,"罗某北京现代车质押-工程周转1-1-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.6",\N
"91010",\N,\N,\N,"邵某房产抵押-经营周转1-1-7","100000",\N," 借款人自己经营机械加工10余年，与国有大型齿轮厂保持良好的合作关系，年收入在200万以上。借款人现用綦江区两套房产做抵押，建筑面积一共226.96平米，市场评估价值120万元左右，现借款88万元。借款用于公司经营周转，收入稳定，本借款项目还款来源稳定，风险低。","85天","21",\N,"邵某房产抵押-经营周转1-1-7","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.95",\N
"91011",\N,\N,\N,"（约）刘某途锐车质押-经营周转1-1-3","80000",\N," 借款人自己经营建筑公司、旅游公司等；每月毛收入在60万左右。借款人现用途锐车做质押，市场评估价值43万元左右，现借款28万元。借款用于公司经营周转，收入稳定，本借款项目还款来源稳定，风险低。","84天","21",\N,"（约）刘某途锐车质押-经营周转1-1-3","重庆市登科信用有限公司担保公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2.55",\N
"91012",\N,\N,\N,"刘某途锐车质押-经营周转1-1-2","100000",\N," 借款人自己经营建筑公司、旅游公司等；每月毛收入在60万左右。借款人现用途锐车做质押，市场评估价值43万元左右，现借款28万元。借款用于公司经营周转，收入稳定，本借款项目还款来源稳定，风险低。","85天","21",\N,"刘某途锐车质押-经营周转1-1-2","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.95",\N
"91013",\N,\N,\N,"余某房产抵押-经营周转1-1-3","130000",\N," 借款人自己在沙坪坝区经营餐饮行业20多年；每月毛收入在30万左右。借款人现用沙坪坝区一处房产做抵押，建筑面积79.99平米，市场评估价值55万元左右，现借款38万元。借款用于餐馆装修和周转，收入稳定，本借款项目还款来源稳定，风险低。","179天","21",\N,"余某房产抵押-经营周转1-1-3","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.5",\N
"91014",\N,\N,\N,"（约）余某房产抵押-经营周转1-1-2","150000",\N," 借款人自己在沙坪坝区经营餐饮行业20多年；每月毛收入在30万左右。借款人现用沙坪坝区一处房产做抵押，建筑面积79.99平米，市场评估价值55万元左右，现借款38万元。借款用于餐馆装修和周转，收入稳定，本借款项目还款来源稳定，风险低。","176天","21",\N,"（约）余某房产抵押-经营周转1-1-2","重庆登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"5.7",\N
"91015",\N,\N,\N,"（约）邵某房产抵押-经营周转1-1-6","140000",\N," 借款人自己经营机械加工10余年，与国有大型齿轮厂保持良好的合作关系，年收入在200万以上。借款人现用綦江区两套房产做抵押，建筑面积一共226.96平米，市场评估价值120万元左右，现借款88万元。借款用于公司经营周转，收入稳定，本借款项目还款来源稳定，风险低。","84天","21",\N,"（约）邵某房产抵押-经营周转1-1-6","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2.55",\N
"91016",\N,\N,\N,"余某房产抵押-经营周转1-1-1","100000",\N," 借款人自己在沙坪坝区经营餐饮行业20多年；每月毛收入在30万左右。借款人现用沙坪坝区一处房产做抵押，建筑面积79.99平米，市场评估价值55万元左右，现借款38万元。借款用于餐馆装修和周转，收入稳定，本借款项目还款来源稳定，风险低。","177天","21",\N,"余某房产抵押-经营周转1-1-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.5",\N
"91017",\N,\N,\N,"刘某途锐车质押-经营周转1-1-1","100000",\N," 借款人自己经营建筑公司、旅游公司等；每月毛收入在60万左右。借款人现用途锐车做质押，市场评估价值43万元左右，现借款28万元。借款用于公司经营周转，收入稳定，本借款项目还款来源稳定，风险低。","85天","21",\N,"刘某途锐车质押-经营周转1-1-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.95",\N
"91018",\N,\N,\N,"（约）XX建筑安装工程公司-工程周转2-1-15","150000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","176天","21",\N,"（约）XX建筑安装工程公司-工程周转2-","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"5.7",\N
"91019",\N,\N,\N,"XX建筑安装工程公司-工程周转2-1-14","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","178天","21",\N,"XX建筑安装工程公司-工程周转2-1-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.5",\N
"91020",\N,\N,\N,"邵某房产抵押-经营周转1-1-5","100000",\N," 借款人自己经营机械加工10余年，与国有大型齿轮厂保持良好的合作关系，年收入在200万以上。借款人现用綦江区两套房产做抵押，建筑面积一共226.96平米，市场评估价值120万元左右，现借款88万元。借款用于公司经营周转，收入稳定，本借款项目还款来源稳定，风险低。","84天","21",\N,"邵某房产抵押-经营周转1-1-5","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.95",\N
"91021",\N,\N,\N,"邵某房产抵押-经营周转1-1-4","100000",\N," 借款人自己经营机械加工10余年，与国有大型齿轮厂保持良好的合作关系，年收入在200万以上。借款人现用綦江区两套房产做抵押，建筑面积一共226.96平米，市场评估价值120万元左右，现借款88万元。借款用于公司经营周转，收入稳定，本借款项目还款来源稳定，风险低。","85天","21",\N,"邵某房产抵押-经营周转1-1-4","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.95",\N
"91022",\N,\N,\N,"XX建筑安装工程公司-工程周转2-1-13","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","178天","21",\N,"XX建筑安装工程公司-工程周转2-1-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.5",\N
"91023",\N,\N,\N,"XX建筑安装工程公司-工程周转1-1-12","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","89天","21",\N,"XX建筑安装工程公司-工程周转1-1-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.95",\N
"91024",\N,\N,\N,"邵某房产抵押-经营周转1-1-3","100000",\N," 借款人自己经营机械加工10余年，与国有大型齿轮厂保持良好的合作关系，年收入在200万以上。借款人现用綦江区两套房产做抵押，建筑面积一共226.96平米，市场评估价值120万元左右，现借款88万元。借款用于公司经营周转，收入稳定，本借款项目还款来源稳定，风险低。","84天","21",\N,"邵某房产抵押-经营周转1-1-3","重庆登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.95",\N
"91025",\N,\N,\N,"（约）XX建筑安装工程公司-工程周转2-1-12","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","176天","21",\N,"（约）XX建筑安装工程公司-工程周转2-","重庆市登科信用有限公司担保公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"5.7",\N
"91026",\N,\N,\N,"邵某房产抵押-经营周转1-1-2","100000",\N," 借款人自己经营机械加工10余年，与国有大型齿轮厂保持良好的合作关系，年收入在200万以上。借款人现用綦江区两套房产做抵押，建筑面积一共226.96平米，市场评估价值120万元左右，现借款88万元。借款用于公司经营周转，收入稳定，本借款项目还款来源稳定，风险低。","84天","21",\N,"邵某房产抵押-经营周转1-1-2","重庆登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.95",\N
"91027",\N,\N,\N,"XX建筑安装工程公司-工程周转2-1-11","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","177天","21",\N,"XX建筑安装工程公司-工程周转2-1-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.5",\N
"91028",\N,\N,\N,"邵某房产抵押-经营周转1-1-1","100000",\N," 借款人自己经营机械加工10余年，与国有大型齿轮厂保持良好的合作关系，年收入在200万以上。借款人现用綦江区两套房产做抵押，建筑面积一共226.96平米，市场评估价值120万元左右，现借款88万元。借款用于公司经营周转，收入稳定，本借款项目还款来源稳定，风险低。","84天","21",\N,"邵某房产抵押-经营周转1-1-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.95",\N
"91029",\N,\N,\N,"(约）XX建筑安装工程公司-工程周转2-1-10","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","176天","21",\N,"(约）XX建筑安装工程公司-工程周转2-","重庆市登科信用有限公司担保公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"5.7",\N
"91030",\N,\N,\N,"XX建筑安装工程公司-工程周转2-1-9","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","176天","21",\N,"XX建筑安装工程公司-工程周转2-1-9","重庆登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.5",\N
"91031",\N,\N,\N,"XX建筑安装工程公司-工程周转1-1-11","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","85天","21",\N,"XX建筑安装工程公司-工程周转1-1-1","重庆登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.95",\N
"91032",\N,\N,\N,"XX建筑安装工程公司-工程周转2-1-8","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","176天","21",\N,"XX建筑安装工程公司-工程周转2-1-8","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.5",\N
"91033",\N,\N,\N,"XX建筑安装工程公司-工程周转1-1-10","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","84天","21",\N,"XX建筑安装工程公司-工程周转1-1-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.95",\N
"91034",\N,\N,\N,"（约）XX建筑安装工程公司-工程周转1-1-9","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","84天","21",\N,"（约）XX建筑安装工程公司-工程周转1-","重庆市登科信用有限公司担保公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2.55",\N
"91035",\N,\N,\N,"（约）XX建筑安装工程公司-工程周转1-1-8","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","84天","21",\N,"（约）XX建筑安装工程公司-工程周转1-","重庆市登科信用有限公司担保公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2.55",\N
"91036",\N,\N,\N,"（约）XX建筑安装工程公司-工程周转2-1-7","200000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","176天","21",\N,"（约）XX建筑安装工程公司-工程周转2-","重庆市登科信用有限公司担保公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"5.7",\N
"91037",\N,\N,\N,"XX建筑安装工程公司-工程周转2-1-6","100000",\N," 重庆市XX建筑安装工程有限公司成立于1999年公司主要经营：房屋建筑工程施工总承包壹级、市政公用工程施工总承包壹级、公路工程施工总承包叁级、建筑装修装饰工程专业承包贰级、公路路面工程专业承包叁级、公路路基工程专业承包叁级等。现承接贵州政府的盘南产业园区（盘南产业园区位于盘县南部，北距盘县县城约50公里，南距兴义市约30 公里。园区规划范围为54.7平方公里，涉及保田、大山、响水、马依、忠义和普田等6个乡镇，国土面积约586 平方公里，人口14.8万人。园区范围内，有南昆铁路、212省道及威红、大响、英大等","176天","21",\N,"XX建筑安装工程公司-工程周转2-1-6","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"4.5",\N
"91038",\N,\N,\N,"罗某奥迪A6质押-经营周转1-1-1","200000",\N," 借款人自己在商场里经营品牌包店5年多；每月毛收入在25万左右。借款人现用奥迪A6轿车做质押，市场评估价值40万元左右，现借款20万元。借款用于公司经营周转，收入稳定，本借款项目还款来源稳定，风险低。借款人有可能提前还款，所以暂借1个月，如有需要会续借续发。","23天","18",\N,"罗某奥迪A6质押-经营周转1-1-1","重庆市登科信用担保有限公司",\N,"月息期本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.6",\N
